Sale Order Item Code,Sale Order Received,Original Sale Order Code,Item Name,Item SkuCode,Reverse Pickup No,Tracking No,Dispatched Date,Reference Code,Bulk Return Id,Reverse Pickup Created,Reverse Pickup Last Updated,Reverse Pickup Status,Reverse Pickup Action,Return Reason,Customer Image Url,Replacement Sale Order Code,Channel Name,Total Received Items,QC Comment,Reverse Pickup Created By,Putaway Code,Putaway Created By,Putaway Status,Putaway Last Updated,Courier Provider Name,Return Item Status,Shipping Courier Status,Shipping Tracking Status,Item Seal Id,Return Delivery Date,Channel Return Created Date,Return Courier Name,Return Remarks,Item Details
9983625373,2024-06-27 14:37:23,a7c1d817-ab15-497f-a1c1-3b3c8cc32d96,HFT-H3T-NA2_TY_DG2,HFT-H3T-NA2_TY_DG2-36,RP2024-2546569,MYSR1065664491,2024-06-28 12:57:26,,,2024-07-06 18:55:25,2024-07-20 11:59:41,COURIER_ALLOCATED,WAC,I did not like the fit,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6494097,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 11:59:41,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-06 18:55:25,,,
59713716054-0,2024-07-02 19:21:49,59713716054,HFT-22HH-BU,HFT-22HH-BU-26,RP2024-2546570,SDLR5000519675,2024-07-04 09:31:50,,,2024-07-06 20:29:56,2024-07-16 11:21:21,COURIER_ALLOCATED,WAC,i_have_an_issue_with_size_fit,,,SNAPDEAL_BODYGLOVE_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6259867,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:21:21,DUMMY,GOOD_INVENTORY,,NO_INFORMATION,,,2024-07-06 20:29:56,,,
59713716054-1,2024-07-02 19:21:49,59713716054,HFT-22HH-SA,HFT-22HH-SA-26,RP2024-2546570,SDLR5000519675,2024-07-04 09:31:50,,,2024-07-06 20:29:56,2024-07-16 11:21:21,COURIER_ALLOCATED,WAC,i_have_an_issue_with_size_fit,,,SNAPDEAL_BODYGLOVE_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6259867,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:21:21,DUMMY,GOOD_INVENTORY,,NO_INFORMATION,,,2024-07-06 20:29:56,,,
407-4806894-9534767-1,2024-07-01 13:24:21,407-4806894-9534767,HFT-22HH-H3,HFT-22HH-H3-30,3ba7d2c7-0787-4be0-97d5-5c9e185eb49c,627180105730,2024-07-02 10:13:29,,,2024-07-06 21:42:57,2024-07-16 11:24:38,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259879,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:24:38,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-12 16:59:19,2024-07-05 21:01:28,,,
405-3699384-7225160-1,2024-06-30 15:04:33,405-3699384-7225160,HFT-HS523-SA_NA1_MA_ICS_TPG,HFT-HS523-SA_NA1_MA_ICS_TPG-36,46bb70d0-ec49-48fb-8848-8feac72cae5f,627179956916,2024-07-01 10:22:44,,,2024-07-06 22:58:29,2024-07-16 11:33:55,COURIER_ALLOCATED,WAC,Too small,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259895,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:33:55,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-11 17:56:43,2024-07-05 20:20:17,,,
403-0786417-9725160-1,2024-07-02 13:02:58,403-0786417-9725160,HFT-22HH-F2,HFT-22HH-F2-24,e89020c6-6959-4fde-acd8-b080f579b54a,627178005929,2024-07-03 10:51:57,,,2024-07-06 23:45:33,2024-07-16 11:25:05,COURIER_ALLOCATED,WAC,Too large,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259881,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:25:05,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-11 17:56:43,2024-07-05 11:53:51,,,
405-6527512-0228336-1,2024-07-02 23:56:23,405-6527512-0228336,HFT-HBW02-MU,HFT-HBW02-MU-30,e5e20784-0200-47f4-b3a0-44b527680956,627177116022,2024-07-03 10:51:28,,,2024-07-07 00:46:08,2024-07-27 14:48:43,COURIER_ALLOCATED,WAC,Too small,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6973611,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 14:48:43,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-08 17:52:06,2024-07-05 00:31:31,,,
171-7409742-9920305-1,2024-06-30 03:19:36,171-7409742-9920305,HFT-22HH-H4,HFT-22HH-H4-26,1934f785-648a-42a7-b02c-0d251b914572,627179130248,2024-07-02 10:13:29,,,2024-07-07 03:29:12,2024-07-20 12:07:09,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6495225,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:07:09,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-05 16:45:15,,,
171-7409742-9920305-2,2024-06-30 03:19:36,171-7409742-9920305,HFT-22HH-BU,HFT-22HH-BU-26,0c3a5072-6ce7-4c63-9653-d041ecd32872,627179144184,2024-07-02 10:13:29,,,2024-07-07 03:29:13,2024-07-20 12:07:09,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6495226,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:07:09,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-05 16:45:54,,,
9985457733,2024-06-29 13:47:56,59e0ac87-4ac5-43c0-8b65-6b01886efa32,HFT-HBW01-IB,HFT-HBW01-IB-24,RP2024-2546571,MYSR1065300836,2024-06-29 14:30:57,,,2024-07-07 10:33:59,2024-07-19 15:18:18,COURIER_ALLOCATED,WAC,Size is too Small,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6443532,arpit.tiwari@xpressbees.com,CREATED,2024-07-19 15:18:18,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-07 10:33:59,,,
9980251308,2024-06-24 11:32:46,b9293711-e8c7-4646-8583-8acd95124d7f,HFT-H3T-MA_GM2_BL2,HFT-H3T-MA_GM2_BL2-24,RP2024-2546572,MYER1014069435,2024-06-24 12:44:17,,,2024-07-07 15:23:00,2024-07-19 15:18:35,COURIER_ALLOCATED,WAC,Size is too Small,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6443533,arpit.tiwari@xpressbees.com,CREATED,2024-07-19 15:18:35,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-07 15:23:00,,,
431547160840512101-1-1,2024-06-30 22:21:48,OD431547160840512100,HFT-22HH-JG,HFT-22HH-JG-26,RP2024-2546573,FMPR0594751209,2024-07-01 12:47:23,,,2024-07-07 16:14:41,2024-07-20 12:06:24,COURIER_ALLOCATED,WAC,CUSTOMER_REMORSE,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6495104,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:06:24,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-07 16:14:41,,,
431547160840512101-1-0,2024-06-30 22:21:48,OD431547160840512100,HFT-22HH-RU,HFT-22HH-RU-26,RP2024-2546573,FMPR0594751209,2024-07-01 12:47:23,,,2024-07-07 16:14:41,2024-07-20 12:06:24,COURIER_ALLOCATED,WAC,CUSTOMER_REMORSE,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6495104,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:06:24,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-07 16:14:41,,,
35598343-1,2024-07-04 01:10:45,17200354330006718A,BUL-23BDS-12MU,BUL-23BDS-12MU-XL,RP2024-2546574,24591793787026,2024-07-04 09:26:42,,,2024-07-07 16:35:27,2024-07-30 14:04:06,COURIER_ALLOCATED,WAC,Return expected on panel,,,JIOMART3P_API_BODYGLOVE_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT7178356,arpit.tiwari@xpressbees.com,CREATED,2024-07-30 14:04:06,xpressbees_jio,GOOD_INVENTORY,CUSTOMER_RETURN-RETURN_DELIVERED,CIR_STATUS_NOT_DEFINED,,,2024-07-07 16:35:27,,,
9977627550,2024-06-21 23:59:58,1cb0b06a-e8ef-4833-a330-6659485c12c9,HFT-H3T-NA_SB2_TY2,HFT-H3T-NA_SB2_TY2-24,RP2024-2546575,,2024-06-22 10:25:45,,,2024-07-07 17:44:46,2024-07-07 17:44:46,CREATED,WAC,Return To Origin,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT5801178,arpit.tiwari@xpressbees.com,CREATED,2024-07-07 17:44:46,,GOOD_INVENTORY,,,,,2024-07-07 17:44:46,,,
9986636710,2024-06-30 19:04:13,28d85cf8-2603-4f15-901f-db1c865a7e98,HFT-H3T-BL_DG2_GM3,HFT-H3T-BL_DG2_GM3-26,RP2024-2546576,MYSR1065551786,2024-07-01 12:47:35,,,2024-07-07 17:55:56,2024-07-27 11:11:33,COURIER_ALLOCATED,WAC,I did not like the fit,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6965705,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 11:11:33,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-07 17:55:56,,,
9909397468,2024-05-14 12:29:17,80c9dc36-e278-41ae-a089-b4e7def84688,HFT-23HW09_NA,HFT-23HW09_NA-32,RP2024-2546577,,2024-05-14 15:02:35,,,2024-07-07 17:59:49,2024-07-07 17:59:48,CREATED,WAC,Return To Origin,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT5802411,arpit.tiwari@xpressbees.com,CREATED,2024-07-07 17:59:48,,GOOD_INVENTORY,,,,,2024-07-07 17:59:49,,,
9985288581,2024-06-29 10:23:33,09536c83-906b-4e56-b823-7a85f32dcd35,HFT-23HCS09-BLG_PBLG,HFT-23HCS09-BLG_PBLG-24,RP2024-2546578,,2024-06-29 12:31:11,,,2024-07-07 17:59:57,2024-07-07 17:59:56,CREATED,WAC,Return To Origin,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT5802423,arpit.tiwari@xpressbees.com,CREATED,2024-07-07 17:59:56,,GOOD_INVENTORY,,,,,2024-07-07 17:59:57,,,
9990833925,2024-07-03 21:31:32,e064e157-2e03-4c2f-b9cd-de45bbf26cf8,HFT-H3T-BL_DG2_GM3,HFT-H3T-BL_DG2_GM3-24,RP2024-2546579,MYER1014224547,2024-07-04 14:05:56,,,2024-07-07 18:21:34,2024-07-16 11:26:20,COURIER_ALLOCATED,WAC,Size is too Large,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6259887,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:26:20,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-07 18:21:34,,,
402-3737034-7448347-1,2024-06-30 22:36:42,402-3737034-7448347,HFT-223HW10-BL_BE,HFT-223HW10-BL_BE-32,09e6bfae-76b7-41ec-bab1-145872ab734f,627182003997,2024-07-01 10:23:02,,,2024-07-07 19:26:23,2024-07-20 12:06:15,COURIER_ALLOCATED,WAC,Too small,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6495099,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:06:15,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-06 13:27:27,,,
331684564703424100-1-1,2024-07-03 12:40:48,OD331684564703424100,HFT-22HH-H3,HFT-22HH-H3-34,RP2024-2546580,FMPR0594972530,2024-07-03 15:40:23,,,2024-07-07 20:23:02,2024-07-21 15:44:02,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6574973,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:44:02,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-17 00:36:33,2024-07-07 20:23:02,,,
331684564703424100-1-0,2024-07-03 12:40:48,OD331684564703424100,HFT-22HH-SA,HFT-22HH-SA-34,RP2024-2546580,FMPR0594972530,2024-07-03 15:40:23,,,2024-07-07 20:23:02,2024-07-21 15:44:02,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6574973,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:44:02,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-17 00:36:33,2024-07-07 20:23:02,,,
35587093-1,2024-07-03 16:00:35,17200021220106546A,BUL-23BDS-5BE,BUL-23BDS-5BE-XL,RP2024-2546581,24591793787292,2024-07-04 09:26:42,,,2024-07-07 20:37:31,2024-07-21 15:44:30,COURIER_ALLOCATED,WAC,Return expected on panel,,,JIOMART3P_API_BODYGLOVE_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6574978,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:44:30,xpressbees_jio,GOOD_INVENTORY,CUSTOMER_RETURN-RETURN_DELIVERED,CIR_STATUS_NOT_DEFINED,,,2024-07-07 20:37:31,,,
431636222639958100-1,2024-06-27 22:21:48,OD431636222639958100,HFT-22HH-RU,HFT-22HH-RU-28,RP2024-2546582,FMPR0594735762,2024-06-28 12:57:03,,,2024-07-08 00:35:11,2024-07-19 15:20:40,COURIER_ALLOCATED,WAC,QUALITY_ISSUES,,,FLIPKART_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6443534,arpit.tiwari@xpressbees.com,CREATED,2024-07-19 15:20:40,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-IN_TRANSIT,CIR_IN_TRANSIT,,,2024-07-08 00:35:11,,,
331669434622513100-1-0,2024-07-01 18:40:58,OD331669434622513100,HFT-22HH-JG,HFT-22HH-JG-36,RP2024-2546583,FMPR0594838799,2024-07-02 12:51:21,,,2024-07-08 00:35:17,2024-07-16 11:25:16,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6259882,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:25:16,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-16 00:37:36,2024-07-08 00:35:17,,,
331669434622513100-1-1,2024-07-01 18:40:58,OD331669434622513100,HFT-22HH-RU,HFT-22HH-RU-36,RP2024-2546583,FMPR0594838799,2024-07-02 12:51:21,,,2024-07-08 00:35:17,2024-07-16 11:25:16,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6259882,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:25:16,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-16 00:37:36,2024-07-08 00:35:17,,,
35418344-1,2024-06-26 14:21:46,17193909800083841A,HFT-22HH-JG,HFT-22HH-JG-36,RP2024-2546584,24591793787828,2024-06-27 09:07:35,,,2024-07-08 08:22:08,2024-07-20 12:07:41,COURIER_ALLOCATED,WAC,Return expected on panel,,,JIOMART3P_API_BODYGLOVE_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6495228,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:07:41,xpressbees_jio,GOOD_INVENTORY,CUSTOMER_RETURN-RETURN_DELIVERED,CIR_STATUS_NOT_DEFINED,,,2024-07-08 08:22:08,,,
402-3613861-9607508-1,2024-07-02 20:54:05,402-3613861-9607508,HFT-22HH-ON,HFT-22HH-ON-30,8407de27-4176-4519-a568-75e3934aca3b,627183548428,2024-07-03 10:51:07,,,2024-07-08 10:45:03,2024-07-27 15:28:46,COURIER_ALLOCATED,WAC,Too large,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6976536,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 15:28:46,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-12 16:59:19,2024-07-06 20:07:01,,,
9969819920,2024-06-14 13:19:18,ba7cdf67-0fbb-48c9-83e3-44f68623f46f,HFT-23HCS08-WM_PNA,HFT-23HCS08-WM_PNA-32,RP2024-2546585,,2024-06-14 16:54:19,,,2024-07-08 13:13:18,2024-07-08 13:13:18,CREATED,WAC,Return To Origin,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT5850333,arpit.tiwari@xpressbees.com,CREATED,2024-07-08 13:13:18,,GOOD_INVENTORY,,,,,2024-07-08 13:13:18,,,
408-4172323-6351537-1,2024-06-18 19:31:52,408-4172323-6351537,HFT-H3T-MA_GM2_BL2,HFT-H3T-MA_GM2_BL2-32,RP2024-2546586,,2024-06-19 09:47:47,,,2024-07-08 13:13:19,2024-07-08 13:13:19,CREATED,WAC,Return To Origin,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT5850334,arpit.tiwari@xpressbees.com,CREATED,2024-07-08 13:13:19,,GOOD_INVENTORY,,,,,2024-07-08 13:13:19,,,
402-7062612-7729146-1,2024-06-30 11:29:39,402-7062612-7729146,HFT-H3T-BL_FG2_GM,HFT-H3T-BL_FG2_GM-24,2c62731f-3fc2-42f4-92a9-cca3ade18ca2,627182951175,2024-07-01 10:22:45,,,2024-07-08 14:55:17,2024-07-20 12:06:34,COURIER_ALLOCATED,WAC,Too large,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6495139,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:06:34,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-06 17:37:39,,,
9983732618,2024-06-27 16:36:45,1d53b207-73d4-4814-b5ea-3304f1106dfd,HFT-23HCS08-WM_PNA,HFT-23HCS08-WM_PNA-32,RP2024-2546587,MYSR1065815895,2024-06-28 12:57:26,,,2024-07-08 15:49:54,2024-07-21 15:44:10,COURIER_ALLOCATED,WAC,Size is too Large,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6574974,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:44:10,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-08 15:49:54,,,
9991647075,2024-07-04 16:39:33,98b99a52-127a-4ea2-880a-57e23263bf9b,HFT-22HH-H4,HFT-22HH-H4-30,RP2024-2546588,MYER1014225198,2024-07-05 14:35:37,,,2024-07-08 15:58:59,2024-07-16 11:23:55,COURIER_ALLOCATED,WAC,Size is too Large,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6259876,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:23:54,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-08 15:58:59,,,
9988678073,2024-07-02 10:36:19,f497e65f-cf28-4985-9676-0c9aaeb83754,HFT-22HH-SA,HFT-22HH-SA-26,RP2024-2546589,MYSR1065869504,2024-07-02 12:47:04,,,2024-07-08 16:36:23,2024-07-20 11:57:45,COURIER_ALLOCATED,WAC,Received a poor quality product,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6494087,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 11:57:45,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-08 16:36:23,,,
9984058786,2024-06-27 22:11:03,c559ec52-7098-4a8f-9b6b-0489fb309a96,HFT-H3T-MA_GM2_BL2,HFT-H3T-MA_GM2_BL2-24,RP2024-2546590,MYSR1065976338,2024-06-28 12:57:26,,,2024-07-08 18:36:54,2024-07-21 15:45:40,COURIER_ALLOCATED,WAC,Size is too Large,,,MYNTRAPPMP_Bhiwandi,1,,arpit.tiwari@xpressbees.com,PT6574983,arpit.tiwari@xpressbees.com,CREATED,2024-07-21 15:45:40,ML,GOOD_INVENTORY,CUSTOMER_RETURN-CONFIRMED,CIR_COURIER_ASSIGNED,,,2024-07-08 18:36:54,,,
431675185848656100-1-0,2024-07-02 10:41:11,OD431675185848656100,HFT-22HH-BU,HFT-22HH-BU-24,RP2024-2546591,FMPR0594929587,2024-07-02 12:50:53,,,2024-07-08 20:19:28,2024-07-20 11:58:48,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6494091,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 11:58:47,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-17 00:36:31,2024-07-08 20:19:28,,,
431675185848656100-1-1,2024-07-02 10:41:11,OD431675185848656100,HFT-22HH-JG,HFT-22HH-JG-24,RP2024-2546591,FMPR0594929587,2024-07-02 12:50:53,,,2024-07-08 20:19:28,2024-07-20 11:58:48,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6494091,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 11:58:47,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-17 00:36:31,2024-07-08 20:19:28,,,
404-0545178-6817153-1,2024-06-30 22:00:59,404-0545178-6817153,HFT-23HCS01-NA_PNA,HFT-23HCS01-NA_PNA-30,925ab1b1-75a6-46c3-8b0a-65fd326476ca,627178242614,2024-07-01 10:23:10,,,2024-07-08 22:55:55,2024-07-16 11:27:37,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6259891,arpit.tiwari@xpressbees.com,CREATED,2024-07-16 11:27:37,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-11 17:56:43,2024-07-05 12:52:39,,,
171-9443183-4637906-1,2024-07-01 17:32:44,171-9443183-4637906,HFT-22HH-H3,HFT-22HH-H3-26,7e593721-a357-42d9-a9ae-eb658d4356be,627185332346,2024-07-02 10:13:11,,,2024-07-09 00:10:23,2024-07-27 15:28:18,COURIER_ALLOCATED,WAC,Too small,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6976535,arpit.tiwari@xpressbees.com,CREATED,2024-07-27 15:28:18,ATSIN,BAD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-07 13:01:48,,,
431666443948142100-1-0,2024-07-01 10:22:28,OD431666443948142100,HFT-22HH-H1,HFT-22HH-H1-36,RP2024-2546592,FMPR0595196179,2024-07-01 12:47:16,,,2024-07-09 00:34:48,2024-07-29 16:28:38,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT7114269,arpit.tiwari@xpressbees.com,CREATED,2024-07-29 16:28:38,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-17 00:36:28,2024-07-09 00:34:48,,,
431666443948142100-1-1,2024-07-01 10:22:28,OD431666443948142100,HFT-22HH-ON,HFT-22HH-ON-36,RP2024-2546592,FMPR0595196179,2024-07-01 12:47:16,,,2024-07-09 00:34:48,2024-07-29 16:28:38,COURIER_ALLOCATED,WAC,SIZE_FIT_ISSUES,,,FLIPKART_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT7114269,arpit.tiwari@xpressbees.com,CREATED,2024-07-29 16:28:38,Ekart Logistics,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-17 00:36:28,2024-07-09 00:34:48,,,
59684740486-1,2024-06-30 03:52:01,59684740486,HFT-22HH-BU,HFT-22HH-BU-36,RP2024-2546593,SDLR5000517307,2024-07-02 09:41:53,,,2024-07-09 16:19:46,2024-07-20 12:01:57,COURIER_ALLOCATED,WAC,i_have_an_issue_with_size_fit,,,SNAPDEAL_BODYGLOVE_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6494652,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:01:57,DUMMY,GOOD_INVENTORY,,NO_INFORMATION,,,2024-07-09 16:19:46,,,
59684740486-0,2024-06-30 03:52:01,59684740486,HFT-22HH-OL,HFT-22HH-OL-36,RP2024-2546593,SDLR5000517307,2024-07-02 09:41:53,,,2024-07-09 16:19:46,2024-07-20 12:01:57,COURIER_ALLOCATED,WAC,i_have_an_issue_with_size_fit,,,SNAPDEAL_BODYGLOVE_BHIWANDI,2,,arpit.tiwari@xpressbees.com,PT6494652,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 12:01:57,DUMMY,GOOD_INVENTORY,,NO_INFORMATION,,,2024-07-09 16:19:46,,,
404-1151923-62667201-0,2024-07-01 23:54:19,404-1151923-6266720,HFT-HBW02-LG,HFT-HBW02-LG-28,73c5e55e-b9cb-4f9a-a6e7-d2dab62e666d,627188112723,2024-07-02 10:13:40,,,2024-07-09 16:24:01,2024-07-20 11:58:40,COURIER_ALLOCATED,WAC,Performance or quality not adequate,,,AMAZON_FLEX_API_BHIWANDI,1,,arpit.tiwari@xpressbees.com,PT6494090,arpit.tiwari@xpressbees.com,CREATED,2024-07-20 11:58:40,ATSIN,GOOD_INVENTORY,CUSTOMER_RETURN-DELIVERED,CIR_DELIVERED_TO_SELLER,,2024-07-18 18:23:51,2024-07-08 11:07:36,,,
