Sale Order No,Shipping Package Code,Shipping Package Status,Shipping Provider,Shipping Courier,AWB No,Return Delivery Date,RTO Reason,Created,Channel Created,Return Manifest Code,Return Manifest Status,Return Manifest Created By,Return Manifest Created At,Reshipment Action,Channel,Putaway No,Putaway Status,Putaway By,Putaway Date,Dispatch Facility,Return Facility
2b613b9d-bb2e-41fa-a5ef-d95505fab559,XBFN2024-2538558,RETURN_EXPECTED,flipkartlogistics,,MYSC1094413467,,,2024-08-01 01:41:53,2024-08-01 01:41:53,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
8b90969f-4a98-4458-bbe6-78cb86e407ec,XBFN2024-2538574,RETURN_EXPECTED,EK_E2E,,MYEC1022244661,,,2024-08-03 10:07:35,2024-08-03 10:07:35,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
NYK-21239946-5797789-1-1,XBFN2024-2538576,RETURN_EXPECTED,Nykaa Fashion surface,,23794375543483,,,2024-08-02 12:32:32,2024-08-02 12:32:32,,,,,,NYF_API_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
331900134382742100,XBFN2024-2538580,RETURN_EXPECTED,E-Kart Logistics,,FMPC3915599055,,,2024-08-01 20:43:50,2024-08-01 20:43:50,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255544851,XBFN2024-2538591,RETURN_EXPECTED,XPRESSBEES,,13670419718219,,,2024-08-23 16:45:02,2024-08-23 16:45:02,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255548322,XBFN2024-2538606,RETURN_EXPECTED,DELHIVERY,,195042084255945,2024-08-09 21:28:08,,2024-08-06 17:56:10,2024-08-06 17:56:10,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255550305,XBFN2024-2538617,RETURN_EXPECTED,XPRESSBEES,,13670419721617,,,2024-08-05 17:38:13,2024-08-05 17:38:13,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
a2e27e90-3a49-43a4-91ba-7f04291de8e6,XBFN2024-2538619,RETURN_EXPECTED,ATS,ATS,627280692482,2024-08-06 17:42:26,REJECT,2024-08-01 01:57:29,2024-07-31 18:00:09,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
S255562957,XBFN2024-2538658,RETURN_EXPECTED,DELHIVERY,,195042084307605,,,2024-08-07 14:02:10,2024-08-07 14:02:10,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
17221555643311767013,XBFN2024-2538686,RETURN_EXPECTED,delhivery_jio,,115761127498636,,,2024-08-02 00:36:22,2024-08-02 00:36:22,,,,,,JIOMART3P_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
SLP4264588948,XBFN2024-2538711,RETURN_EXPECTED,EKART,,SDLC1033950921,,,2024-08-08 04:19:37,2024-08-08 04:19:37,,,,,,SD_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255579746,XBFN2024-2538722,RETURN_EXPECTED,DELHIVERY,,195042084409072,2024-08-06 21:45:21,,2024-08-03 14:19:05,2024-08-03 14:19:05,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
384b429e-e05f-4efb-a73f-6092fa2909cc,XBFN2024-2538726,RETURN_EXPECTED,ATS,ATS,627289305451,2024-08-12 17:24:29,REJECT,2024-08-04 22:09:07,2024-08-02 18:25:42,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
813b8dd7-6fad-4ad9-bfa2-b188d82f73b6,XBFN2024-2538747,RETURN_EXPECTED,ATS,ATS,627276760218,2024-08-06 17:42:26,REJECT,2024-07-31 22:08:16,2024-07-30 20:07:40,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
1cc47c02-b9c4-474f-b934-0c63d60d83c0,XBFN2024-2538781,RETURN_EXPECTED,EK_E2E,,MYEP1031024016,,,2024-08-03 10:08:56,2024-08-03 10:08:56,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255599283,XBFN2024-2538794,RETURN_EXPECTED,XPRESSBEES,,13670419755980,,,2024-08-20 16:50:13,2024-08-20 16:50:13,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431902104560209106,XBFN2024-2538800,RETURN_EXPECTED,E-Kart Logistics,,FMPC3915529097,,,2024-07-30 20:39:10,2024-07-30 20:39:10,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
ac317621-2b88-49bc-a3d0-0b03f5f112ea,XBFN2024-2538806,RETURN_EXPECTED,EK_E2E,,MYEC1022278781,,,2024-08-05 02:37:44,2024-08-05 02:37:44,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
8f2d8915-069a-4109-9f2d-7063ad44f69f,XBFN2024-2538826,RETURN_EXPECTED,ATS,ATS,627275198043,2024-08-05 18:01:25,REJECT,2024-07-31 15:46:48,2024-07-30 15:06:32,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
S255607454,XBFN2024-2538831,RETURN_EXPECTED,XPRESSBEES,,13670419762350,,,2024-08-05 21:56:15,2024-08-05 21:56:15,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255612023,XBFN2024-2538854,RETURN_EXPECTED,XPRESSBEES,,13670419766258,,,2024-08-09 13:54:16,2024-08-09 13:54:16,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
1006181268,XBFN2024-2538860,RETURN_EXPECTED,DELHIVERY,,195042084573966,2024-08-17 20:56:19,,2024-08-03 14:20:02,2024-08-03 14:20:02,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
b529b44e-b82c-4c00-a1da-36b9bf023b2e,XBFN2024-2538867,RETURN_EXPECTED,EK_E2E,,MYEP1031026975,,,2024-08-02 02:52:32,2024-08-02 02:52:32,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255614273,XBFN2024-2538871,RETURN_EXPECTED,XPRESSBEES,,13670419768155,,,2024-08-07 17:44:12,2024-08-07 17:44:12,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255614396,XBFN2024-2538872,RETURN_EXPECTED,DELHIVERY,,195042084579592,,,2024-08-06 13:35:02,2024-08-06 13:35:02,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255615051,XBFN2024-2538874,RETURN_EXPECTED,XPRESSBEES,,13670419768781,,,2024-08-02 18:25:02,2024-08-02 18:25:02,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
018a52ce-18f1-4661-8a3a-9769b8b6840c,XBFN2024-2538879,RETURN_EXPECTED,EK_E2E,,MYEC1022278088,,,2024-08-02 01:15:00,2024-08-02 01:15:00,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
fa38e527-2a43-4076-a3ef-0439fa3d6c21,XBFN2024-2538911,RETURN_EXPECTED,ATS,ATS,627289223175,2024-08-09 17:53:25,REJECT,2024-08-03 11:17:38,2024-08-02 18:07:29,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
331903017555994100,XBFN2024-2538913,RETURN_EXPECTED,E-Kart Logistics,,FMPC3915595578,,,2024-07-31 00:30:21,2024-07-31 00:30:21,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
34e94ba1-1846-4f6f-905e-235fba12c419,XBFN2024-2538947,RETURN_EXPECTED,ATS,,343046357395,2024-08-10 17:49:50,REJECT,2024-08-02 13:41:32,2024-08-02 13:39:48,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
S255638382,XBFN2024-2538951,RETURN_EXPECTED,XPRESSBEES,,13670419788533,,,2024-08-05 17:43:07,2024-08-05 17:43:07,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255638522,XBFN2024-2538957,RETURN_EXPECTED,XPRESSBEES,,13670419788612,,,2024-08-08 02:03:14,2024-08-08 02:03:14,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255639317,XBFN2024-2538959,RETURN_EXPECTED,XPRESSBEES,,13670419789341,,,2024-08-05 21:58:07,2024-08-05 21:58:07,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255641312,XBFN2024-2538968,RETURN_EXPECTED,DELHIVERY,,195042084707040,2024-08-12 17:18:07,,2024-08-07 17:45:10,2024-08-07 17:45:10,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
331903550031994100,XBFN2024-2538980,RETURN_EXPECTED,E-Kart Logistics,,FMPC3915574737,,,2024-08-11 20:37:35,2024-08-11 20:37:35,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255646020,XBFN2024-2538987,RETURN_EXPECTED,DELHIVERY,,195042084718424,2024-08-07 21:45:08,,2024-08-03 14:20:13,2024-08-03 14:20:13,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
3df5480e-8021-440e-be50-9695954bf1f7,XBFN2024-2538989,RETURN_EXPECTED,ATS,ATS,627282386358,2024-08-09 17:53:25,REJECT,2024-08-02 09:13:00,2024-08-01 06:22:33,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
331903729373576100,XBFN2024-2538997,RETURN_EXPECTED,E-Kart Logistics,,FMPC3918320438,2024-08-15 00:17:44,,2024-08-06 04:16:57,2024-08-06 04:16:57,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
4eee5973-c913-45cf-b394-b870d03d678f,XBFN2024-2539011,RETURN_EXPECTED,EK_E2E,,MYEC1022336906,,,2024-08-03 15:16:01,2024-08-03 15:16:01,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255659948,XBFN2024-2539029,RETURN_EXPECTED,DELHIVERY,,195042084752466,2024-08-12 17:18:11,,2024-08-06 18:00:13,2024-08-06 18:00:13,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
17221845688631806147,XBFN2024-2539033,RETURN_EXPECTED,xpressbees_jio,,14591742292299,,,2024-08-08 16:16:59,2024-08-08 16:16:59,,,,,,JIOMART3P_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
S255660338,XBFN2024-2539040,RETURN_EXPECTED,XPRESSBEES,,13670419808931,,,2024-08-27 00:30:09,2024-08-27 00:30:09,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255669559,XBFN2024-2539059,RETURN_EXPECTED,XPRESSBEES,,13670419817162,,,2024-08-05 17:45:05,2024-08-05 17:45:05,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
17221878044781696309,XBFN2024-2539066,RETURN_EXPECTED,xpressbees_jio,,14591742292551,,,2024-08-03 04:37:48,2024-08-03 04:37:48,,,,,,JIOMART3P_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
S255673045,XBFN2024-2539071,RETURN_EXPECTED,XPRESSBEES,,13670419820256,,,2024-08-13 17:38:16,2024-08-13 17:38:16,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431904468982405100,XBFN2024-2539094,RETURN_EXPECTED,E-Kart Logistics,,FMPC3918384237,,,2024-08-04 20:31:35,2024-08-04 20:31:35,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255683744,XBFN2024-2539098,RETURN_EXPECTED,XPRESSBEES,,13670419829373,,,2024-08-05 17:45:12,2024-08-05 17:45:12,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255692701,XBFN2024-2539119,RETURN_EXPECTED,XPRESSBEES,,13670419837409,,,2024-08-23 16:50:35,2024-08-23 16:50:35,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
e64f04cf-6908-40fb-95e2-ef1e569f0713,XBFN2024-2539121,RETURN_EXPECTED,ATS,ATS,627272869144,2024-08-08 18:10:13,REJECT,2024-08-03 08:17:13,2024-07-29 23:08:57,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
4692e771-8f0a-4e32-a055-fe8f54e7c751,XBFN2024-2539129,RETURN_EXPECTED,ATS,ATS,627288928903,2024-08-09 17:53:25,REJECT,2024-08-03 09:48:58,2024-08-02 16:58:34,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
S255702048,XBFN2024-2539135,RETURN_EXPECTED,XPRESSBEES,,13670419845723,,,2024-08-12 17:20:12,2024-08-12 17:20:12,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255706697,XBFN2024-2539151,RETURN_EXPECTED,XPRESSBEES,,13670419850262,,,2024-08-23 16:50:39,2024-08-23 16:50:39,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
64de791a-d272-45f7-b38f-7e25e5514c44,XBFN2024-2539158,RETURN_EXPECTED,ATS,ATS,627288545131,2024-08-08 18:10:13,REJECT,2024-08-03 13:55:02,2024-08-02 15:33:29,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
4f98ea26-7de4-45e0-8272-67a4b5b71d9e,XBFN2024-2539159,RETURN_EXPECTED,flipkartlogistics,,MYSC1094540339,,,2024-08-20 11:45:16,2024-08-20 11:45:16,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
fc1cf343-9901-437a-ae8a-c5dd86c22f69,XBFN2024-2539160,RETURN_EXPECTED,flipkartlogistics,,MYSC1094539640,,,2024-08-20 11:41:58,2024-08-20 11:41:58,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
53204fb6-8e2e-4ce9-a57b-f1464ccec98d,XBFN2024-2539161,RETURN_EXPECTED,flipkartlogistics,,MYSC1094540986,,,2024-08-20 11:43:30,2024-08-20 11:43:30,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255709920,XBFN2024-2539174,RETURN_EXPECTED,XPRESSBEES,,13670419855608,,,2024-08-05 17:45:20,2024-08-05 17:45:20,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
1e10fc6a-0151-4f62-b2c7-3161bbdb8132,XBFN2024-2539185,RETURN_EXPECTED,ATS,,343060167116,2024-08-10 17:49:54,REJECT,2024-08-03 13:48:20,2024-08-03 13:46:06,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
NYK-220454112-2501002-2-1,XBFN2024-2539189,RETURN_EXPECTED,Nykaa Fashion surface,,23794380673864,,,2024-08-01 20:39:27,2024-08-01 20:39:27,,,,,,NYM_API_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255711513,XBFN2024-2539192,RETURN_EXPECTED,XPRESSBEES,,13670419861369,,,2024-08-05 17:45:21,2024-08-05 17:45:21,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431907651107523100,XBFN2024-2539206,RETURN_EXPECTED,E-Kart Logistics,,FMPC3918226927,,,2024-08-03 16:48:40,2024-08-03 16:48:40,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
1006217563,XBFN2024-2539217,RETURN_EXPECTED,DELHIVERY,,195042084931261,2024-08-06 21:50:09,,2024-08-03 14:22:14,2024-08-03 14:22:14,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431908001408209100,XBFN2024-2539219,RETURN_EXPECTED,E-Kart Logistics,,FMPC3918362286,,,2024-08-02 20:44:49,2024-08-02 20:44:49,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
a531de06-0dfc-484a-99ec-3862fcb91281,XBFN2024-2539235,RETURN_EXPECTED,ecomexpress,,10378459750,,,2024-08-10 11:09:19,2024-08-10 11:09:19,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255721571,XBFN2024-2539236,RETURN_EXPECTED,XPRESSBEES,,13670419869817,,,2024-08-05 17:45:25,2024-08-05 17:45:25,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
52fdf795-bae5-42e7-a135-1b7476ad2e45,XBFN2024-2539257,RETURN_EXPECTED,flipkartlogistics,,MYSC1094597299,,,2024-07-30 07:10:59,2024-07-30 07:10:59,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255725183,XBFN2024-2539259,RETURN_EXPECTED,XPRESSBEES,,13670419872666,,,2024-08-08 17:57:28,2024-08-08 17:57:28,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
17e1100d-7ab6-4763-9899-0c3632441590,XBFN2024-2539269,RETURN_EXPECTED,EK_E2E,,MYEP1031143932,,,2024-08-08 01:45:03,2024-08-08 01:45:03,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
a6124869-3212-459a-862f-c59d54edf345,XBFN2024-2539281,RETURN_EXPECTED,EK_E2E,,MYEC1022338598,,,2024-07-31 18:03:25,2024-07-31 18:03:25,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255731254,XBFN2024-2539286,RETURN_EXPECTED,XPRESSBEES,,13670419877700,,,2024-08-14 17:30:43,2024-08-14 17:30:43,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255736406,XBFN2024-2539307,RETURN_EXPECTED,XPRESSBEES,,13670419881382,,,2024-08-06 18:02:17,2024-08-06 18:02:17,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255737248,XBFN2024-2539311,RETURN_EXPECTED,XPRESSBEES,,13670419881917,,,2024-08-08 17:57:32,2024-08-08 17:57:32,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255738545,XBFN2024-2539314,RETURN_EXPECTED,XPRESSBEES,,13670419882776,,,2024-08-20 16:56:13,2024-08-20 16:56:13,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
028e4c40-f6b6-4da6-9ebe-88e26cc2402e,XBFN2024-2539328,RETURN_EXPECTED,flipkartlogistics,,MYSC1094642453,,,2024-08-05 11:45:55,2024-08-05 11:45:55,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
7a1dd165-707f-4a12-8752-c13de8b74977,XBFN2024-2539341,RETURN_EXPECTED,ecomexpress,,10378459234,,,2024-08-03 11:18:32,2024-08-03 11:18:32,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
f432453b-433d-4f18-88f4-120d4d85229c,XBFN2024-2539342,RETURN_EXPECTED,ATS,ATS,627299592407,,REJECT,2024-08-05 12:19:59,2024-08-05 12:16:27,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
SLP4265317726,XBFN2024-2539343,RETURN_EXPECTED,ECOM_ESSENTIAL,,10375534419,,,2024-08-10 16:23:19,2024-08-10 16:23:19,,,,,,SD_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
2aefb312-10db-434f-844e-3644f25b2d3c,XBFN2024-2539348,RETURN_EXPECTED,ecomexpress,,10378453222,,,2024-08-13 22:31:07,2024-08-13 22:31:07,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
331910350157789100,XBFN2024-2539365,RETURN_EXPECTED,E-Kart Logistics,,FMPC3918229283,2024-08-13 00:31:34,,2024-08-03 04:23:17,2024-08-03 04:23:17,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255758799,XBFN2024-2539387,RETURN_EXPECTED,XPRESSBEES,,13670419897983,,,2024-08-05 17:47:11,2024-08-05 17:47:11,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255760226,XBFN2024-2539393,RETURN_EXPECTED,XPRESSBEES,,13670419899210,,,2024-08-05 17:47:12,2024-08-05 17:47:12,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255762348,XBFN2024-2539401,RETURN_EXPECTED,XPRESSBEES,,13670419900816,,,2024-08-13 17:42:04,2024-08-13 17:42:04,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255762804,XBFN2024-2539403,RETURN_EXPECTED,XPRESSBEES,,13670419901136,,,2024-08-08 17:59:34,2024-08-08 17:59:34,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255768195,XBFN2024-2539424,RETURN_EXPECTED,XPRESSBEES,,13670419905028,,,2024-08-23 16:54:19,2024-08-23 16:54:19,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
f23af20e-ad38-4c96-87c0-52188faee091,XBFN2024-2539435,RETURN_EXPECTED,ATS,ATS,627296908997,2024-08-09 17:53:25,REJECT,2024-08-05 17:56:07,2024-08-04 16:28:50,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
331911610797847100,XBFN2024-2539437,RETURN_EXPECTED,E-Kart Logistics,,FMPC3918643118,,,2024-08-04 00:19:25,2024-08-04 00:19:25,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255774366,XBFN2024-2539442,RETURN_EXPECTED,DELHIVERY,,195042085315734,2024-08-08 21:37:08,,2024-08-05 17:47:16,2024-08-05 17:47:16,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
1006246955,XBFN2024-2539443,RETURN_EXPECTED,DELHIVERY,,195042085315900,2024-08-10 21:38:12,,2024-08-05 17:47:16,2024-08-05 17:47:16,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
cb3abcab-4e4e-4c73-8560-0e9fe68870f5,XBFN2024-2539448,RETURN_EXPECTED,ATS,ATS,627284555301,2024-08-06 17:42:26,REJECT,2024-08-02 23:48:48,2024-08-01 16:26:37,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
S255777228,XBFN2024-2539454,RETURN_EXPECTED,DELHIVERY,,195042085326260,,,2024-08-03 14:24:18,2024-08-03 14:24:18,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255779718,XBFN2024-2539463,RETURN_EXPECTED,XPRESSBEES,,13670419912804,,,2024-08-05 17:48:03,2024-08-05 17:48:03,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431912198104319100,XBFN2024-2539484,RETURN_EXPECTED,E-Kart Logistics,,FMPC3918652217,2024-08-04 00:19:25,,2024-07-30 16:30:17,2024-07-30 16:30:17,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255785904,XBFN2024-2539488,RETURN_EXPECTED,DELHIVERY,,195042085400596,2024-08-24 01:28:09,,2024-08-05 17:48:04,2024-08-05 17:48:04,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
431912292173250100,XBFN2024-2539489,RETURN_EXPECTED,E-Kart Logistics,,FMPC3917856115,,,2024-08-02 16:18:42,2024-08-02 16:18:42,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
SLP4265577938,XBFN2024-2539492,RETURN_EXPECTED,EKART,,SDLC1033993476,,,2024-08-04 20:43:22,2024-08-04 20:43:22,,,,,,SD_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
431912343453816100,XBFN2024-2539493,RETURN_EXPECTED,E-Kart Logistics,,FMPC3918588827,,,2024-08-04 00:19:26,2024-08-04 00:19:26,,,,,,FK_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
S255797558,XBFN2024-2539528,RETURN_EXPECTED,XPRESSBEES,,13670419927342,,,2024-08-06 18:04:17,2024-08-06 18:04:17,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
943f9d99-4d4c-4756-80d2-074c1cddb92d,XBFN2024-2539532,RETURN_EXPECTED,flipkartlogistics,,MYSP1128993139,,,2024-07-31 11:59:47,2024-07-31 11:59:47,,,,,,MY_BG_FRK,,,,,XB Farukhnagar,XB Farukhnagar
3b5c48dc-791c-4e93-a0c9-5c48969e85dc,XBFN2024-2539555,RETURN_EXPECTED,ATS,ATS,627288618552,2024-08-09 17:53:25,REJECT,2024-08-03 08:34:02,2024-08-02 15:48:23,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
S255801937,XBFN2024-2539564,RETURN_EXPECTED,DELHIVERY,,195042085452175,2024-08-09 21:37:02,,2024-08-05 17:49:03,2024-08-05 17:49:03,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255807654,XBFN2024-2539590,RETURN_EXPECTED,DELHIVERY,,195042085467914,2024-08-10 21:40:10,,2024-08-07 17:50:05,2024-08-07 17:50:05,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
S255813611,XBFN2024-2539609,RETURN_EXPECTED,XPRESSBEES,,13670419942281,,,2024-08-26 20:37:12,2024-08-26 20:37:12,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
2a2714d5-bb2f-47aa-aaeb-0d4aeed3be08,XBFN2024-2539639,RETURN_EXPECTED,ATS,ATS,627276682350,2024-08-10 17:49:54,REJECT,2024-08-04 13:50:50,2024-07-30 19:52:56,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
S255822824,XBFN2024-2539642,RETURN_EXPECTED,XPRESSBEES,,13670419952019,,,2024-08-05 17:49:11,2024-08-05 17:49:11,,,,,,AJIO Dropship_Farukhnagar,,,,,XB Farukhnagar,XB Farukhnagar
845b0562-18f1-4c0c-b994-a2e214b7182c,XBFN2024-2539645,RETURN_EXPECTED,ATS,ATS,627287066774,2024-08-09 17:53:25,REJECT,2024-08-03 07:31:48,2024-08-02 09:38:07,,,,,,AMAZON_FLEX_API_BODYGLOVE_FARUKNAGAR,,,,,XB Farukhnagar,XB Farukhnagar
